學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定
110,國立臺灣大學,00101,中國文學系,False,6,6.0,2.0,3.0,4.0,6.0,頂標,前標,,,前標,,
110,國立臺灣大學,00102,外國語文學系,False,10,10.0,10.0,1.0,,,前標,頂標,,,前標,,
110,國立臺灣大學,00103,歷史學系,False,5,5.0,5.0,3.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00104,哲學系,False,4,4.0,2.0,8.0,2.0,2.0,前標,前標,,,均標,,
110,國立臺灣大學,00104,哲學系【外加】,True,1,0.0,,,,,前標,前標,,,均標,,
110,國立臺灣大學,00105,人類學系,False,6,6.0,4.0,17.0,2.0,1.0,前標,前標,,,前標,,B級
110,國立臺灣大學,00105,人類學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,B級
110,國立臺灣大學,00106,圖書資訊學系,False,6,6.0,6.0,1.0,,,前標,前標,,,均標,,B級
110,國立臺灣大學,00107,日本語文學系,False,5,5.0,5.0,7.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00108,戲劇學系,False,2,2.0,,,2.0,2.0,前標,前標,,,均標,,
110,國立臺灣大學,00109,地理環境資源學系,False,3,3.0,1.0,15.0,2.0,10.0,前標,前標,,,,,
110,國立臺灣大學,00110,政治學系政治理論組,False,8,8.0,8.0,3.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00111,政治學系國際關係組,False,8,8.0,8.0,1.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00112,政治學系公共行政組,False,8,8.0,8.0,3.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00113,經濟學系,False,11,10.0,3.0,6.0,7.0,11.0,,前標,,,前標,頂標,
110,國立臺灣大學,00114,社會學系,False,6,6.0,6.0,14.0,,,前標,前標,,,,,
110,國立臺灣大學,00115,社會工作學系,False,4,4.0,4.0,7.0,,,前標,前標,,,均標,,
110,國立臺灣大學,00116,生物產業傳播暨發展學系,False,5,5.0,5.0,3.0,,,前標,前標,,,前標,,
110,國立臺灣大學,00117,工商管理學系企業管理組,False,3,3.0,3.0,2.0,,,頂標,頂標,,,前標,,
110,國立臺灣大學,00118,會計學系,False,10,10.0,7.0,11.0,3.0,2.0,頂標,頂標,,,前標,,
110,國立臺灣大學,00119,財務金融學系,False,7,7.0,7.0,1.0,,,頂標,頂標,,,,,
110,國立臺灣大學,00119,財務金融學系【外加】,True,1,0.0,,,,,頂標,頂標,,,,,
110,國立臺灣大學,00120,國際企業學系,False,5,5.0,5.0,1.0,,,頂標,頂標,,,前標,,
110,國立臺灣大學,00121,法律學系法學組,False,6,6.0,6.0,4.0,,,頂標,頂標,,,頂標,,
110,國立臺灣大學,00121,法律學系法學組【外加】,True,1,0.0,,,,,頂標,頂標,,,頂標,,
110,國立臺灣大學,00122,法律學系司法組,False,6,6.0,3.0,1.0,3.0,1.0,頂標,頂標,,,頂標,,
110,國立臺灣大學,00122,法律學系司法組【外加】,True,1,1.0,1.0,20.0,,,頂標,頂標,,,頂標,,
110,國立臺灣大學,00123,法律學系財經法學組,False,6,6.0,6.0,1.0,,,頂標,頂標,,,頂標,,
110,國立臺灣大學,00123,法律學系財經法學組【外加】,True,1,1.0,1.0,7.0,,,頂標,頂標,,,頂標,,
110,國立臺灣大學,00124,數學系,False,5,5.0,2.0,9.0,3.0,3.0,,頂標,,,,頂標,
110,國立臺灣大學,00125,物理學系,False,4,4.0,3.0,1.0,1.0,1.0,前標,前標,,,,頂標,
110,國立臺灣大學,00126,化學系,False,5,5.0,3.0,1.0,2.0,2.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00126,化學系【外加】,True,1,0.0,,,,1.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00127,地質科學系,False,2,2.0,2.0,1.0,,,,均標,,,,頂標,
110,國立臺灣大學,00128,大氣科學系,False,3,3.0,3.0,2.0,,,,,,,,頂標,
110,國立臺灣大學,00129,土木工程學系,False,7,7.0,,,7.0,9.0,前標,前標,,,,頂標,
110,國立臺灣大學,00130,機械工程學系,False,16,16.0,2.0,1.0,14.0,8.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00131,化學工程學系,False,14,14.0,10.0,4.0,4.0,2.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00132,工程科學及海洋工程學系,False,6,6.0,2.0,4.0,4.0,5.0,前標,前標,,,,頂標,
110,國立臺灣大學,00133,材料科學與工程學系,False,6,6.0,6.0,1.0,,,頂標,頂標,,,,頂標,
110,國立臺灣大學,00134,醫學工程學系,False,2,2.0,1.0,5.0,1.0,1.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00135,生物環境系統工程學系,False,4,4.0,,,4.0,11.0,前標,前標,,,,頂標,
110,國立臺灣大學,00136,生物機電工程學系,False,4,4.0,2.0,4.0,2.0,4.0,頂標,前標,,,,頂標,
110,國立臺灣大學,00137,工商管理學系科技管理組,False,3,3.0,1.0,1.0,2.0,1.0,頂標,頂標,,,,前標,
110,國立臺灣大學,00138,資訊管理學系,False,3,3.0,3.0,3.0,,,頂標,頂標,,,,頂標,
110,國立臺灣大學,00139,電機工程學系,False,18,18.0,18.0,1.0,,,頂標,頂標,,,,頂標,
110,國立臺灣大學,00140,資訊工程學系,False,10,10.0,10.0,1.0,,,前標,頂標,,,,頂標,
110,國立臺灣大學,00141,心理學系,False,7,7.0,3.0,1.0,4.0,3.0,前標,前標,,,,前標,
110,國立臺灣大學,00142,藥學系,False,10,10.0,10.0,1.0,,,均標,均標,,,,,
110,國立臺灣大學,00143,醫學檢驗暨生物技術學系,False,4,4.0,3.0,2.0,1.0,2.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00144,護理學系,False,4,4.0,4.0,1.0,,,均標,均標,,,,均標,
110,國立臺灣大學,00145,物理治療學系,False,5,5.0,4.0,1.0,1.0,3.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00146,職能治療學系,False,2,2.0,2.0,1.0,,,前標,前標,,,,前標,
110,國立臺灣大學,00147,農藝學系,False,5,5.0,,,5.0,17.0,,前標,,,,頂標,
110,國立臺灣大學,00148,農業化學系,False,4,4.0,,,4.0,16.0,前標,前標,,,,前標,
110,國立臺灣大學,00149,森林環境暨資源學系,False,9,9.0,5.0,8.0,4.0,6.0,均標,均標,,,,前標,
110,國立臺灣大學,00149,森林環境暨資源學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立臺灣大學,00150,動物科學技術學系,False,6,6.0,1.0,9.0,5.0,5.0,前標,前標,,,,頂標,
110,國立臺灣大學,00151,農業經濟學系,False,5,5.0,5.0,4.0,,,均標,均標,,,,,
110,國立臺灣大學,00151,農業經濟學系【外加】,True,1,1.0,1.0,17.0,,,均標,均標,,,,,
110,國立臺灣大學,00152,園藝暨景觀學系,False,5,5.0,1.0,1.0,4.0,12.0,前標,前標,,,,前標,
110,國立臺灣大學,00153,獸醫學系,False,6,6.0,6.0,2.0,,,前標,前標,,,,前標,
110,國立臺灣大學,00154,昆蟲學系,False,3,3.0,,,3.0,6.0,前標,前標,,,,前標,
110,國立臺灣大學,00155,植物病理與微生物學系,False,3,3.0,2.0,3.0,1.0,4.0,頂標,頂標,,,,頂標,
110,國立臺灣大學,00155,植物病理與微生物學系【外加】,True,1,0.0,,,,,頂標,頂標,,,,頂標,
110,國立臺灣大學,00156,公共衛生學系,False,6,6.0,1.0,1.0,5.0,10.0,前標,前標,,,均標,前標,
110,國立臺灣大學,00157,生命科學系,False,8,8.0,3.0,4.0,5.0,15.0,前標,頂標,,,,頂標,
110,國立臺灣大學,00158,生化科技學系,False,2,2.0,,,2.0,3.0,前標,前標,,,,頂標,
110,國立臺灣師範大學,00201,教育學系,False,8,8.0,8.0,3.0,,,前標,前標,,,均標,,
110,國立臺灣師範大學,00201,教育學系【外加】,True,2,1.0,1.0,20.0,,,前標,前標,,,均標,,
110,國立臺灣師範大學,00202,教育心理與輔導學系,False,8,8.0,8.0,2.0,,,均標,前標,,,均標,,
110,國立臺灣師範大學,00202,教育心理與輔導學系【外加】,True,3,1.0,1.0,19.0,,,均標,前標,,,均標,,
110,國立臺灣師範大學,00203,社會教育學系,False,6,6.0,6.0,7.0,,,均標,均標,,,均標,,
110,國立臺灣師範大學,00203,社會教育學系【外加】,True,2,0.0,,,,,均標,均標,,,均標,,
110,國立臺灣師範大學,00204,人類發展與家庭學系家庭生活教育組,False,7,7.0,7.0,14.0,,,均標,均標,,,,,
110,國立臺灣師範大學,00205,人類發展與家庭學系幼兒發展與教育組,False,7,7.0,7.0,8.0,,,均標,均標,,,,,
110,國立臺灣師範大學,00206,公民教育與活動領導學系,False,12,12.0,12.0,12.0,,,前標,均標,,,前標,,
110,國立臺灣師範大學,00206,公民教育與活動領導學系【外加】,True,3,0.0,,,,,前標,均標,,,前標,,
110,國立臺灣師範大學,00207,特殊教育學系,False,6,6.0,6.0,10.0,,,均標,均標,,,,,
110,國立臺灣師範大學,00208,教育學院學士班,False,7,7.0,7.0,3.0,,,均標,均標,,,均標,,
110,國立臺灣師範大學,00208,教育學院學士班【外加】,True,1,1.0,1.0,3.0,,,均標,均標,,,均標,,
110,國立臺灣師範大學,00209,國文學系,False,25,25.0,13.0,15.0,12.0,9.0,前標,前標,,,前標,,
110,國立臺灣師範大學,00209,國文學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
110,國立臺灣師範大學,00210,英語學系,False,9,9.0,9.0,3.0,,,前標,頂標,,,,,A級
110,國立臺灣師範大學,00211,歷史學系,False,7,7.0,7.0,18.0,,,前標,前標,,,前標,,A級
110,國立臺灣師範大學,00212,地理學系,False,10,10.0,8.0,15.0,2.0,9.0,前標,前標,,,前標,,
110,國立臺灣師範大學,00212,地理學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
110,國立臺灣師範大學,00213,臺灣語文學系,False,3,3.0,1.0,3.0,2.0,11.0,前標,前標,,,前標,,
110,國立臺灣師範大學,00214,華語文教學系應用華語文學組,False,8,8.0,8.0,5.0,,,前標,前標,,,,,
110,國立臺灣師範大學,00215,東亞學系,False,10,10.0,8.0,13.0,2.0,5.0,均標,前標,,,均標,,
110,國立臺灣師範大學,00215,東亞學系【外加】,True,1,0.0,,,,,均標,前標,,,均標,,
110,國立臺灣師範大學,00216,企業管理學系,False,8,8.0,8.0,3.0,,,均標,均標,,,,,
110,國立臺灣師範大學,00217,學習科學學士學位學程,False,5,5.0,5.0,6.0,,,均標,均標,,,,,
110,國立臺灣師範大學,00218,數學系,False,14,14.0,14.0,7.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00219,物理學系,False,12,12.0,12.0,14.0,,,均標,均標,,,,前標,
110,國立臺灣師範大學,00220,化學系,False,12,12.0,12.0,6.0,,,均標,均標,,,,頂標,
110,國立臺灣師範大學,00221,地球科學系,False,16,16.0,16.0,7.0,,,,均標,,,,均標,
110,國立臺灣師範大學,00221,地球科學系【外加】,True,1,0.0,,,,,,均標,,,,均標,
110,國立臺灣師範大學,00222,資訊工程學系,False,7,7.0,7.0,8.0,,,均標,前標,,,,前標,
110,國立臺灣師範大學,00223,工業教育學系,False,4,4.0,4.0,5.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00224,科技應用與人力資源發展學系,False,10,10.0,10.0,6.0,,,,均標,,,,均標,
110,國立臺灣師範大學,00224,科技應用與人力資源發展學系【外加】,True,1,0.0,,,,,,均標,,,,均標,
110,國立臺灣師範大學,00225,圖文傳播學系,False,5,5.0,5.0,12.0,,,前標,前標,,,,,
110,國立臺灣師範大學,00226,機電工程學系,False,6,6.0,6.0,3.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00227,電機工程學系,False,6,6.0,6.0,3.0,,,均標,均標,,,,前標,
110,國立臺灣師範大學,00228,車輛與能源工程學士學位學程,False,1,1.0,1.0,1.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00229,光電工程學士學位學程,False,3,3.0,3.0,10.0,,,均標,前標,,,,前標,
110,國立臺灣師範大學,00229,光電工程學士學位學程【外加】,True,1,0.0,,,,,均標,前標,,,,前標,
110,國立臺灣師範大學,00230,設計學系產品設計組,False,3,3.0,3.0,4.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00231,健康促進與衛生教育學系,False,12,12.0,2.0,5.0,10.0,16.0,均標,均標,,,,均標,
110,國立臺灣師範大學,00231,健康促進與衛生教育學系【外加】,True,1,0.0,,,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00232,營養科學學士學位學程,False,7,7.0,7.0,9.0,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00232,營養科學學士學位學程【外加】,True,1,0.0,,,,,均標,均標,,,,均標,
110,國立臺灣師範大學,00233,生命科學系,False,9,9.0,1.0,6.0,8.0,15.0,前標,前標,,,,前標,
110,國立臺灣師範大學,00234,設計學系視覺設計組,False,2,0.0,,,,,前標,前標,,,,,
110,國立臺灣師範大學,00235,美術學系繪畫組,False,2,1.0,1.0,4.0,,,前標,前標,,,,,
110,國立臺灣師範大學,00236,美術學系水墨畫組,False,2,1.0,,,1.0,13.0,前標,前標,,,,,
110,國立臺灣師範大學,00237,體育與運動科學系,False,3,3.0,3.0,1.0,,,底標,底標,,,底標,底標,
110,國立中興大學,00301,中國文學系,False,4,4.0,4.0,3.0,,,前標,均標,,,均標,,
110,國立中興大學,00301,中國文學系【外加】,True,2,0.0,,,,,前標,均標,,,均標,,
110,國立中興大學,00302,外國語文學系,False,13,13.0,13.0,12.0,,,前標,前標,,,均標,,A級
110,國立中興大學,00302,外國語文學系【外加】,True,2,0.0,,,,,前標,前標,,,均標,,A級
110,國立中興大學,00303,歷史學系,False,10,10.0,10.0,4.0,,,前標,,,,前標,,A級
110,國立中興大學,00303,歷史學系【外加】,True,2,1.0,1.0,12.0,,,前標,,,,前標,,
110,國立中興大學,00304,台灣人文創新學士學位學程,False,3,3.0,3.0,5.0,,,前標,均標,,,均標,,
110,國立中興大學,00304,台灣人文創新學士學位學程【外加】,True,1,0.0,,,,,前標,均標,,,均標,,
110,國立中興大學,00305,財務金融學系,False,10,10.0,10.0,5.0,,,均標,前標,,,,,
110,國立中興大學,00305,財務金融學系【外加】,True,2,0.0,,,,,均標,前標,,,,,
110,國立中興大學,00306,企業管理學系,False,16,16.0,2.0,17.0,14.0,18.0,均標,前標,,,,,
110,國立中興大學,00306,企業管理學系【外加】,True,2,0.0,,,,,均標,前標,,,,,
110,國立中興大學,00307,會計學系,False,10,10.0,7.0,17.0,3.0,7.0,前標,前標,,,均標,,
110,國立中興大學,00307,會計學系【外加】,True,2,0.0,,,,,前標,前標,,,均標,,
110,國立中興大學,00308,行銷學系,False,7,7.0,3.0,14.0,4.0,16.0,前標,前標,,,,,B級
110,國立中興大學,00308,行銷學系【外加】,True,2,0.0,,,,,前標,前標,,,,,B級
110,國立中興大學,00309,應用經濟學系,False,8,8.0,8.0,3.0,,,均標,均標,,,,,B級
110,國立中興大學,00309,應用經濟學系【外加】,True,2,0.0,,,,,均標,均標,,,,,B級
110,國立中興大學,00310,法律學系,False,6,6.0,6.0,6.0,,,頂標,前標,,,頂標,,B級
110,國立中興大學,00310,法律學系【外加】,True,1,0.0,,,,,頂標,前標,,,頂標,,
110,國立中興大學,00311,資訊管理學系,False,3,3.0,3.0,29.0,,,均標,前標,,,,均標,
110,國立中興大學,00311,資訊管理學系【外加】,True,1,1.0,1.0,16.0,,,均標,前標,,,,均標,
110,國立中興大學,00312,化學系,False,8,8.0,2.0,7.0,6.0,9.0,前標,前標,,,,前標,
110,國立中興大學,00312,化學系【外加】,True,2,0.0,,,,,前標,前標,,,,前標,
110,國立中興大學,00313,物理學系一般物理組,False,4,4.0,4.0,6.0,,,,均標,,,,前標,
110,國立中興大學,00313,物理學系一般物理組【外加】,True,1,0.0,,,,,,均標,,,,前標,
110,國立中興大學,00314,物理學系光電物理組,False,3,3.0,3.0,4.0,,,,均標,,,,前標,
110,國立中興大學,00314,物理學系光電物理組【外加】,True,1,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00315,應用數學系應用數學組,False,4,4.0,2.0,22.0,2.0,10.0,均標,均標,,,,前標,
110,國立中興大學,00315,應用數學系應用數學組【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00316,應用數學系數據科學與計算組,False,4,4.0,3.0,18.0,1.0,7.0,均標,均標,,,,前標,
110,國立中興大學,00316,應用數學系數據科學與計算組【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00317,機械工程學系,False,14,14.0,8.0,18.0,6.0,9.0,均標,均標,,,,頂標,
110,國立中興大學,00317,機械工程學系【外加】,True,2,0.0,,,,,均標,均標,,,,頂標,
110,國立中興大學,00318,土木工程學系,False,19,19.0,6.0,23.0,13.0,17.0,均標,均標,,,,前標,
110,國立中興大學,00318,土木工程學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00319,環境工程學系,False,20,20.0,15.0,22.0,5.0,7.0,均標,均標,,,,前標,
110,國立中興大學,00319,環境工程學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00320,化學工程學系,False,8,8.0,3.0,14.0,5.0,7.0,前標,前標,,,,前標,
110,國立中興大學,00320,化學工程學系【外加】,True,2,0.0,,,,,前標,前標,,,,前標,
110,國立中興大學,00321,材料科學與工程學系,False,12,12.0,12.0,18.0,,,前標,前標,,,,前標,
110,國立中興大學,00321,材料科學與工程學系【外加】,True,2,0.0,,,,,前標,前標,,,,前標,
110,國立中興大學,00322,智慧創意工程學士學位學程,False,2,2.0,2.0,4.0,,,均標,前標,,,,均標,
110,國立中興大學,00323,電機工程學系,False,15,15.0,13.0,13.0,2.0,6.0,均標,前標,,,,前標,
110,國立中興大學,00323,電機工程學系【外加】,True,2,0.0,,,,,均標,前標,,,,前標,
110,國立中興大學,00324,資訊科學與工程學系,False,8,8.0,8.0,10.0,,,前標,前標,,,,前標,
110,國立中興大學,00324,資訊科學與工程學系【外加】,True,2,0.0,,,,,前標,前標,,,,前標,
110,國立中興大學,00325,電機資訊學院學士班,False,7,7.0,2.0,12.0,5.0,12.0,均標,前標,,,,前標,
110,國立中興大學,00326,生物產業機電工程學系,False,9,9.0,9.0,7.0,,,均標,均標,,,,均標,
110,國立中興大學,00326,生物產業機電工程學系【外加】,True,2,1.0,1.0,15.0,,,均標,均標,,,,均標,
110,國立中興大學,00327,水土保持學系,False,9,2.0,,,2.0,28.0,均標,均標,,,,前標,
110,國立中興大學,00327,水土保持學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00328,食品暨應用生物科技學系,False,10,9.0,1.0,4.0,8.0,21.0,均標,前標,,,,前標,
110,國立中興大學,00328,食品暨應用生物科技學系【外加】,True,2,0.0,,,,,均標,前標,,,,前標,
110,國立中興大學,00329,農藝學系,False,8,8.0,8.0,9.0,,,均標,均標,,,,均標,B級
110,國立中興大學,00329,農藝學系【外加】,True,2,0.0,,,,,均標,均標,,,,均標,B級
110,國立中興大學,00330,園藝學系,False,8,8.0,1.0,4.0,7.0,14.0,均標,前標,,,,前標,B級
110,國立中興大學,00330,園藝學系【外加】,True,2,0.0,,,,,均標,前標,,,,前標,B級
110,國立中興大學,00331,森林學系林學組,False,10,10.0,10.0,21.0,,,均標,均標,,,,均標,B級
110,國立中興大學,00331,森林學系林學組【外加】,True,1,0.0,,,,,均標,均標,,,,均標,
110,國立中興大學,00332,森林學系木材科學組,False,10,10.0,7.0,22.0,3.0,8.0,均標,均標,,,,均標,
110,國立中興大學,00332,森林學系木材科學組【外加】,True,1,0.0,,,,,均標,均標,,,,均標,
110,國立中興大學,00333,植物病理學系,False,8,8.0,8.0,11.0,,,均標,均標,,,,前標,
110,國立中興大學,00333,植物病理學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立中興大學,00334,昆蟲學系,False,5,3.0,,,3.0,14.0,均標,前標,,,,前標,
110,國立中興大學,00334,昆蟲學系【外加】,True,2,0.0,,,,,均標,前標,,,,前標,
110,國立中興大學,00335,動物科學系,False,15,15.0,6.0,14.0,9.0,11.0,均標,均標,,,,前標,B級
110,國立中興大學,00335,動物科學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,B級
110,國立中興大學,00336,土壤環境科學系,False,7,7.0,7.0,5.0,,,,均標,,,,均標,B級
110,國立中興大學,00336,土壤環境科學系【外加】,True,2,0.0,,,,,,均標,,,,均標,
110,國立中興大學,00337,生物科技學士學位學程,False,4,1.0,,,1.0,9.0,前標,前標,,,,前標,
110,國立中興大學,00337,生物科技學士學位學程【外加】,True,1,0.0,,,,,前標,前標,,,,前標,
110,國立中興大學,00338,景觀與遊憩學士學位學程,False,3,3.0,3.0,6.0,,,,均標,,,均標,均標,
110,國立中興大學,00338,景觀與遊憩學士學位學程【外加】,True,1,0.0,,,,,,均標,,,均標,均標,
110,國立中興大學,00339,國際農企業學士學位學程,False,1,1.0,1.0,4.0,,,均標,前標,,,,均標,A級
110,國立中興大學,00339,國際農企業學士學位學程【外加】,True,1,0.0,,,,,均標,前標,,,,均標,A級
110,國立中興大學,00340,生命科學系,False,20,19.0,3.0,9.0,16.0,29.0,均標,前標,,,,前標,A級
110,國立中興大學,00340,生命科學系【外加】,True,2,0.0,,,,,均標,前標,,,,前標,
110,國立中興大學,00341,獸醫學系,False,9,9.0,9.0,2.0,,,均標,前標,,,,前標,B級
110,國立成功大學,00401,中國文學系,False,8,8.0,6.0,10.0,2.0,4.0,頂標,均標,,,前標,,
110,國立成功大學,00402,外國語文學系,False,8,8.0,8.0,6.0,,,前標,頂標,,,,,
110,國立成功大學,00403,歷史學系,False,8,8.0,1.0,14.0,7.0,9.0,前標,前標,,,前標,,
110,國立成功大學,00403,歷史學系【外加】,True,1,0.0,,,,,前標,前標,,,前標,,
110,國立成功大學,00404,台灣文學系,False,8,8.0,,,8.0,13.0,前標,前標,,,前標,,
110,國立成功大學,00405,企業管理學系,False,10,10.0,9.0,12.0,1.0,1.0,均標,前標,,,,,
110,國立成功大學,00406,會計學系,False,8,8.0,8.0,1.0,,,均標,均標,,,,,
110,國立成功大學,00406,會計學系【外加】,True,1,0.0,,,,,均標,均標,,,,,
110,國立成功大學,00407,政治學系,False,9,9.0,4.0,7.0,5.0,4.0,前標,前標,,,前標,,
110,國立成功大學,00408,經濟學系,False,11,11.0,11.0,7.0,,,前標,均標,,,均標,,
110,國立成功大學,00409,法律學系,False,7,7.0,7.0,3.0,,,頂標,頂標,,,均標,,
110,國立成功大學,00409,法律學系【外加】,True,2,0.0,,,,,頂標,頂標,,,均標,,
110,國立成功大學,00410,數學系,False,8,3.0,,,3.0,19.0,均標,前標,,,,前標,
110,國立成功大學,00411,物理學系,False,6,4.0,1.0,4.0,3.0,12.0,均標,前標,,,,頂標,
110,國立成功大學,00411,物理學系【外加】,True,1,0.0,,,,,均標,前標,,,,頂標,
110,國立成功大學,00412,化學系,False,8,8.0,8.0,4.0,,,均標,前標,,,,前標,
110,國立成功大學,00412,化學系【外加】,True,1,0.0,,,,,均標,前標,,,,前標,
110,國立成功大學,00413,地球科學系,False,9,3.0,1.0,10.0,2.0,9.0,均標,前標,,,,前標,
110,國立成功大學,00413,地球科學系【外加】,True,1,0.0,,,,,均標,前標,,,,前標,
110,國立成功大學,00414,光電科學與工程學系,False,8,8.0,8.0,5.0,,,均標,前標,,,,前標,
110,國立成功大學,00414,光電科學與工程學系【外加】,True,2,1.0,1.0,4.0,,,均標,前標,,,,前標,
110,國立成功大學,00415,機械工程學系,False,24,24.0,10.0,6.0,14.0,6.0,,前標,,,,前標,
110,國立成功大學,00415,機械工程學系【外加】,True,1,1.0,1.0,15.0,,,均標,前標,,,,前標,
110,國立成功大學,00416,化學工程學系,False,19,19.0,11.0,12.0,8.0,4.0,均標,前標,,,,頂標,
110,國立成功大學,00417,材料科學及工程學系,False,18,18.0,18.0,4.0,,,前標,前標,,,,前標,
110,國立成功大學,00418,資源工程學系,False,8,8.0,,,8.0,10.0,均標,前標,,,,前標,
110,國立成功大學,00419,土木工程學系,False,13,10.0,2.0,4.0,8.0,11.0,,前標,,,,前標,
110,國立成功大學,00419,土木工程學系【外加】,True,1,0.0,,,,,均標,前標,,,,前標,
110,國立成功大學,00420,水利及海洋工程學系,False,9,9.0,6.0,13.0,3.0,4.0,均標,均標,,,,前標,
110,國立成功大學,00420,水利及海洋工程學系【外加】,True,2,0.0,,,,,均標,均標,,,,前標,
110,國立成功大學,00421,工程科學系,False,9,9.0,9.0,1.0,,,均標,均標,,,,前標,
110,國立成功大學,00421,工程科學系【外加】,True,1,1.0,1.0,10.0,,,均標,均標,,,,前標,
110,國立成功大學,00422,系統及船舶機電工程學系,False,7,5.0,,,5.0,17.0,均標,前標,,,,前標,
110,國立成功大學,00423,航空太空工程學系,False,8,8.0,6.0,10.0,2.0,3.0,,前標,,,,前標,
110,國立成功大學,00424,環境工程學系,False,8,8.0,2.0,6.0,6.0,5.0,均標,前標,,,,前標,
110,國立成功大學,00425,測量及空間資訊學系,False,10,10.0,3.0,16.0,7.0,8.0,均標,前標,,,,均標,
110,國立成功大學,00426,生物醫學工程學系,False,4,4.0,4.0,3.0,,,前標,前標,,,,前標,
110,國立成功大學,00427,工業與資訊管理學系,False,9,9.0,5.0,15.0,4.0,5.0,前標,前標,,,,前標,
110,國立成功大學,00427,工業與資訊管理學系【外加】,True,1,0.0,,,,,前標,前標,,,,前標,
110,國立成功大學,00428,交通管理科學系,False,8,8.0,7.0,12.0,1.0,2.0,均標,前標,,,,均標,
110,國立成功大學,00429,統計學系,False,8,4.0,1.0,2.0,3.0,13.0,均標,前標,,,,前標,
110,國立成功大學,00429,統計學系【外加】,True,2,1.0,1.0,10.0,,,均標,前標,,,,前標,
110,國立成功大學,00430,電機工程學系,False,28,28.0,28.0,3.0,,,均標,均標,,,,頂標,
110,國立成功大學,00430,電機工程學系【外加】,True,1,1.0,1.0,1.0,,,均標,均標,,,,頂標,
110,國立成功大學,00431,資訊工程學系,False,12,12.0,12.0,1.0,,,,前標,,,,前標,
110,國立成功大學,00432,建築學系,False,8,8.0,8.0,5.0,,,均標,前標,,,,前標,
110,國立成功大學,00433,都市計劃學系,False,8,8.0,8.0,7.0,,,均標,前標,,,,,
110,國立成功大學,00434,工業設計學系,False,7,7.0,2.0,4.0,5.0,6.0,前標,前標,,,,前標,
110,國立成功大學,00435,全校不分系學士學位學程,False,2,2.0,2.0,1.0,,,均標,前標,,,,,
110,國立成功大學,00435,全校不分系學士學位學程【外加】,True,1,0.0,,,,,均標,前標,,,,,
110,國立成功大學,00436,醫學檢驗生物技術學系,False,6,6.0,2.0,5.0,4.0,3.0,均標,前標,,,,前標,
110,國立成功大學,00437,護理學系,False,6,6.0,6.0,12.0,,,均標,前標,,,,均標,
110,國立成功大學,00438,職能治療學系,False,4,4.0,4.0,7.0,,,均標,前標,,,,前標,
110,國立成功大學,00439,物理治療學系,False,6,6.0,6.0,1.0,,,均標,前標,,,,均標,
110,國立成功大學,00440,藥學系,False,5,5.0,5.0,1.0,,,均標,均標,,,,均標,
110,國立成功大學,00441,心理學系,False,8,8.0,8.0,1.0,,,,均標,,,均標,均標,
110,國立成功大學,00442,生命科學系,False,8,8.0,,,8.0,10.0,,前標,,,,前標,
110,國立成功大學,00442,生命科學系【外加】,True,1,0.0,,,,,前標,前標,,,,前標,
110,國立成功大學,00443,生物科技與產業科學系,False,6,6.0,5.0,13.0,1.0,3.0,前標,前標,,,,前標,
110,國立成功大學,00443,生物科技與產業科學系【外加】,True,2,0.0,,,,,前標,前標,,,,前標,
