學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定
111,中國醫藥大學,01211,藥用化妝品學系【外加】,True,2,0.0,,,,,,後標,後標,,,後標,
111,中國醫藥大學,01212,生物醫學影像暨放射科學學系,False,10,10.0,10.0,6.0,,,,後標,,後標,,,
111,中國醫藥大學,01212,生物醫學影像暨放射科學學系【外加】,True,2,1.0,1.0,13.0,,,後標,後標,,後標,,,
111,中國醫藥大學,01213,公共衛生學院大一不分系,False,41,41.0,32.0,40.0,9.0,9.0,後標,後標,,,,,
111,中國醫藥大學,01213,公共衛生學院大一不分系【外加】,True,5,1.0,1.0,37.0,,,後標,後標,,,,,
111,中國醫藥大學,01214,生物醫學工程學系,False,12,12.0,12.0,11.0,,,,後標,後標,,,後標,
111,中國醫藥大學,01214,生物醫學工程學系【外加】,True,2,2.0,2.0,38.0,,,,後標,後標,,,後標,
111,國立陽明交通大學,01301,資訊管理與財務金融學系財務金融組,False,3,3.0,3.0,2.0,,,前標,前標,前標,,,,
111,國立陽明交通大學,01301,,False,1,0.0,,2.0,,,前標,前標,前標,,,,
111,國立陽明交通大學,01302,管理科學系,False,6,6.0,3.0,4.0,3.0,8.0,前標,前標,前標,,,,
111,國立陽明交通大學,01303,傳播與科技學系,False,5,5.0,2.0,5.0,3.0,7.0,頂標,頂標,,均標,前標,,
111,國立陽明交通大學,01303,傳播與科技學系【外加】,True,1,0.0,,,,,頂標,頂標,,均標,前標,,
111,國立陽明交通大學,01304,外國語文學系,False,7,7.0,6.0,19.0,1.0,7.0,前標,頂標,,均標,前標,,
111,國立陽明交通大學,01304,外國語文學系【外加】,True,1,1.0,1.0,5.0,,,前標,頂標,,均標,前標,,
111,國立陽明交通大學,01305,人文社會學系,False,8,1.0,,,1.0,15.0,頂標,前標,,,前標,均標,
111,國立陽明交通大學,01305,人文社會學系【外加】,True,1,0.0,,,,,頂標,前標,,,前標,均標,
111,國立陽明交通大學,01306,,False,6,6.0,6.0,1.0,,,,前標,頂標,,,前標,
111,國立陽明交通大學,01307,,False,4,4.0,4.0,4.0,,,,前標,頂標,,,前標,
111,國立陽明交通大學,01308,理學院科學學士學位學程(乙組),False,1,1.0,1.0,2.0,,,均標,前標,前標,,,前標,
111,國立陽明交通大學,01309,理學院科學學士學位學程(丙組),False,1,1.0,1.0,1.0,,,均標,前標,前標,,,前標,
111,國立陽明交通大學,01310,電機工程學系(甲組),False,8,8.0,8.0,1.0,,,,頂標,頂標,,,頂標,
111,國立陽明交通大學,01311,電機工程學系(乙組),False,33,33.0,33.0,3.0,,,,前標,頂標,,,頂標,
111,國立陽明交通大學,01311,電機工程學系(乙組)【外加】,True,2,1.0,1.0,4.0,,,均標,前標,頂標,,,頂標,
111,國立陽明交通大學,01312,光電工程學系,False,9,9.0,9.0,2.0,,,均標,前標,頂標,,,前標,
111,國立陽明交通大學,01312,光電工程學系【外加】,True,1,0.0,,,,,均標,前標,頂標,,,前標,
111,國立陽明交通大學,01313,資訊工程學系,False,26,26.0,26.0,11.0,,,前標,前標,頂標,,,頂標,
111,國立陽明交通大學,01314,材料科學與工程學系,False,9,9.0,9.0,1.0,,,均標,均標,,,,均標,
111,國立陽明交通大學,01315,機械工程學系,False,10,8.0,1.0,5.0,7.0,17.0,前標,前標,頂標,,,頂標,
111,國立陽明交通大學,01316,土木工程學系,False,12,10.0,4.0,16.0,6.0,16.0,前標,前標,前標,,,前標,
111,國立陽明交通大學,01317,電子物理學系光電與奈米科學組,False,3,3.0,3.0,3.0,,,前標,前標,頂標,,,前標,
111,國立陽明交通大學,01318,電子物理學系電子物理組,False,4,4.0,4.0,2.0,,,前標,前標,頂標,,,前標,
111,國立陽明交通大學,01319,應用化學系,False,8,8.0,6.0,12.0,2.0,6.0,均標,頂標,均標,,,頂標,
111,國立陽明交通大學,01320,應用數學系,False,7,7.0,6.0,13.0,1.0,3.0,均標,前標,頂標,,,前標,
111,國立陽明交通大學,01320,應用數學系【外加】,True,1,0.0,,,,,均標,前標,頂標,,,前標,
111,國立陽明交通大學,01321,資訊管理與財務金融學系資訊管理組,False,3,3.0,3.0,3.0,,,,前標,前標,,,前標,
111,國立陽明交通大學,01321,,False,1,0.0,,,,,,前標,前標,,,前標,
111,國立陽明交通大學,01322,運輸與物流管理學系,False,7,7.0,5.0,8.0,2.0,5.0,均標,前標,前標,,,前標,
111,國立陽明交通大學,01323,工業工程與管理學系,False,8,8.0,6.0,16.0,2.0,3.0,均標,前標,頂標,,,前標,
111,國立陽明交通大學,01324,生物醫學工程學系,False,3,3.0,3.0,2.0,,,均標,前標,前標,,,前標,
111,國立陽明交通大學,01325,生物科技學系(甲組),False,7,7.0,,,7.0,8.0,均標,前標,前標,,,前標,
111,國立陽明交通大學,01326,生物科技學系(乙組),False,4,4.0,,,4.0,10.0,均標,前標,前標,,,前標,
111,國立陽明交通大學,01327,醫學生物技術暨檢驗學系,False,7,7.0,6.0,7.0,1.0,6.0,均標,前標,均標,,,前標,B級
111,國立陽明交通大學,01328,生物醫學影像暨放射科學系,False,5,5.0,2.0,10.0,3.0,13.0,均標,前標,前標,,,前標,
111,國立陽明交通大學,01328,生物醫學影像暨放射科學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,
111,國立陽明交通大學,01329,護理學系,False,5,5.0,5.0,3.0,,,均標,均標,均標,,,均標,
111,國立陽明交通大學,01330,物理治療暨輔助科技學系,False,5,5.0,5.0,2.0,,,均標,前標,均標,,,前標,
111,國立陽明交通大學,01331,生命科學系暨基因體科學研究所,False,4,4.0,1.0,4.0,3.0,12.0,均標,前標,前標,,,前標,
111,國立陽明交通大學,01332,藥學系,False,3,3.0,3.0,1.0,,,均標,前標,均標,,,前標,A級
111,國立陽明交通大學,01333,學士班大一大二不分系,False,3,3.0,3.0,2.0,,,,前標,前標,,,前標,A級
111,淡江大學,01401,中國文學學系,False,12,12.0,1.0,23.0,11.0,40.0,均標,,,,,,
111,淡江大學,01401,中國文學學系【外加】,True,2,0.0,,,,,均標,,,,,,
111,淡江大學,01402,歷史學系,False,2,2.0,1.0,31.0,1.0,23.0,,,,,均標,,
111,淡江大學,01402,歷史學系【外加】,True,2,0.0,,,,,,,,,均標,,
111,淡江大學,01403,資訊與圖書館學系,False,7,6.0,1.0,22.0,5.0,46.0,均標,後標,,,,,
111,淡江大學,01403,資訊與圖書館學系【外加】,True,1,0.0,,,,,均標,後標,,,,,
111,淡江大學,01404,大眾傳播學系,False,9,7.0,1.0,17.0,6.0,45.0,均標,均標,,,均標,,
111,淡江大學,01404,大眾傳播學系【外加】,True,1,0.0,,,,,均標,均標,,,均標,,
111,淡江大學,01405,資訊傳播學系,False,8,8.0,2.0,19.0,6.0,25.0,均標,後標,,後標,,,
111,淡江大學,01405,資訊傳播學系【外加】,True,1,0.0,,,,,均標,後標,,後標,,,
111,淡江大學,01406,教育科技學系,False,5,3.0,1.0,13.0,2.0,47.0,後標,後標,,,,,
111,淡江大學,01406,教育科技學系【外加】,True,5,0.0,,,,,後標,後標,,,,,
111,淡江大學,01407,教育與未來設計學系,False,4,3.0,1.0,27.0,2.0,36.0,後標,後標,,,,,
111,淡江大學,01408,英文學系,False,35,28.0,14.0,45.0,14.0,38.0,,均標,,,,,
111,淡江大學,01408,英文學系【外加】,True,3,0.0,,,,,,均標,,,,,
111,淡江大學,01409,英文學系全英語學士班,False,7,4.0,2.0,22.0,2.0,29.0,,均標,,,,,
111,淡江大學,01410,法國語文學系,False,17,5.0,2.0,36.0,3.0,36.0,,均標,,,,,
111,淡江大學,01410,法國語文學系【外加】,True,2,1.0,1.0,44.0,,,均標,均標,,,,,
111,淡江大學,01411,德國語文學系,False,9,5.0,3.0,20.0,2.0,36.0,均標,均標,,,,,
111,淡江大學,01411,德國語文學系【外加】,True,2,0.0,,,,,均標,均標,,,,,
111,淡江大學,01412,西班牙語文學系,False,18,16.0,5.0,32.0,11.0,42.0,,均標,,,,,
111,淡江大學,01412,西班牙語文學系【外加】,True,1,0.0,,,,,均標,均標,,,,,
111,淡江大學,01413,日本語文學系,False,27,27.0,11.0,38.0,16.0,27.0,均標,,,,,,
111,淡江大學,01413,日本語文學系【外加】,True,2,2.0,2.0,26.0,,,均標,,,,,,
111,淡江大學,01414,俄國語文學系,False,9,3.0,1.0,14.0,2.0,45.0,,均標,,,,,
111,淡江大學,01414,俄國語文學系【外加】,True,2,0.0,,,,,,均標,,,,,
111,淡江大學,01415,財務金融學系,False,23,23.0,23.0,10.0,,,,後標,,後標,,,
111,淡江大學,01415,財務金融學系【外加】,True,1,1.0,1.0,5.0,,,,後標,,後標,,,
111,淡江大學,01416,,False,5,5.0,5.0,17.0,,,,均標,,,,,
111,淡江大學,01417,產業經濟學系,False,13,13.0,2.0,43.0,11.0,27.0,,後標,,後標,,,
111,淡江大學,01417,產業經濟學系【外加】,True,1,0.0,,,,,,後標,,後標,,,
111,淡江大學,01418,國際企業學系經貿管理組,False,16,16.0,16.0,20.0,,,,後標,,後標,,,
111,淡江大學,01419,風險管理與保險學系,False,10,10.0,2.0,32.0,8.0,30.0,,後標,,後標,,,
111,淡江大學,01420,經濟學系,False,25,25.0,10.0,36.0,15.0,19.0,,後標,,後標,,,
111,淡江大學,01420,經濟學系【外加】,True,5,3.0,3.0,48.0,,,,後標,,後標,,,
111,淡江大學,01421,會計學系,False,30,30.0,30.0,27.0,,,,後標,,後標,,,
111,淡江大學,01421,會計學系【外加】,True,2,2.0,2.0,37.0,,,,後標,,後標,,,
111,淡江大學,01422,企業管理學系,False,38,38.0,15.0,48.0,23.0,21.0,,後標,,後標,,,
111,淡江大學,01422,企業管理學系【外加】,True,2,2.0,2.0,44.0,,,,後標,,後標,,,
111,淡江大學,01423,統計學系,False,19,19.0,4.0,30.0,15.0,35.0,,後標,,後標,,,
111,淡江大學,01424,資訊管理學系,False,42,42.0,11.0,29.0,31.0,50.0,,後標,,後標,,,
111,淡江大學,01424,資訊管理學系【外加】,True,2,0.0,,,,,,後標,,後標,,,
111,淡江大學,01425,運輸管理學系,False,15,15.0,2.0,12.0,13.0,38.0,,後標,,後標,,,
111,淡江大學,01425,運輸管理學系【外加】,True,2,1.0,1.0,44.0,,,,後標,,後標,,,
111,淡江大學,01426,公共行政學系,False,28,28.0,7.0,46.0,21.0,32.0,後標,後標,,,後標,,
111,淡江大學,01426,公共行政學系【外加】,True,2,2.0,2.0,46.0,,,後標,後標,,,後標,,
111,淡江大學,01427,管理科學學系(大數據資料分析應用組),False,10,10.0,5.0,33.0,5.0,25.0,,後標,,後標,,,
111,淡江大學,01427,,False,1,0.0,,,,,,後標,,後標,,,
111,淡江大學,01428,管理科學學系(企業經營與行銷流通組),False,10,10.0,5.0,27.0,5.0,23.0,,後標,,後標,,,
111,淡江大學,01428,,False,1,1.0,1.0,12.0,,,,後標,,後標,,,
111,淡江大學,01429,外交與國際關係學系全英語學士班,False,3,3.0,1.0,10.0,2.0,20.0,,均標,,,後標,,
111,淡江大學,01430,,False,2,2.0,,,2.0,33.0,,均標,,,,,
111,淡江大學,01431,,False,2,1.0,,,1.0,48.0,,均標,,,,,
111,淡江大學,01432,理學院尖端材料科學學士學位學程,False,7,7.0,2.0,29.0,5.0,22.0,,後標,後標,,,後標,
111,淡江大學,01432,,False,1,0.0,,,,,,後標,後標,,,後標,
111,淡江大學,01433,數學學系數學組,False,7,3.0,,,3.0,48.0,,,均標,,,,
111,淡江大學,01433,數學學系數學組【外加】,True,1,0.0,,,,,,,均標,,,,
111,淡江大學,01434,數學學系資料科學與數理統計組,False,7,7.0,2.0,21.0,5.0,39.0,,,均標,,,,
111,淡江大學,01434,,False,2,0.0,,,,,,,均標,,,,
111,淡江大學,01435,化學學系化學與生物化學組,False,10,10.0,9.0,29.0,1.0,17.0,,,,,,均標,
111,淡江大學,01435,化學學系化學與生物化學組【外加】,True,1,0.0,,,,,,,,,,均標,
111,淡江大學,01436,化學學系材料化學組,False,10,10.0,5.0,29.0,5.0,18.0,,,,,,均標,
111,淡江大學,01436,化學學系材料化學組【外加】,True,1,0.0,,,,,,,,,,均標,
111,淡江大學,01437,物理學系光電物理組,False,8,8.0,,,8.0,30.0,,,後標,,,均標,
111,淡江大學,01437,物理學系光電物理組【外加】,True,1,0.0,,,,,,,後標,,,均標,
111,淡江大學,01438,物理學系應用物理組,False,8,8.0,,,8.0,36.0,,,後標,,,均標,
111,淡江大學,01438,物理學系應用物理組【外加】,True,1,0.0,,,,,均標,,後標,,,均標,
111,淡江大學,01439,建築學系,False,9,9.0,9.0,16.0,,,均標,後標,後標,後標,,,
111,淡江大學,01439,建築學系【外加】,True,1,1.0,1.0,35.0,,,均標,後標,後標,後標,,,
111,淡江大學,01440,土木工程學系,False,22,22.0,4.0,50.0,18.0,31.0,,,後標,,,後標,
111,淡江大學,01440,土木工程學系【外加】,True,2,1.0,1.0,34.0,,,,,後標,,,後標,
111,淡江大學,01441,資訊工程學系,False,28,28.0,27.0,34.0,1.0,6.0,,,後標,,,,
111,淡江大學,01441,資訊工程學系【外加】,True,1,0.0,,,,,,,後標,,,,
111,淡江大學,01442,資訊工程學系全英語學士班,False,3,3.0,,,3.0,15.0,,,,後標,,,
111,淡江大學,01443,機械與機電工程學系光機電整合組,False,11,11.0,3.0,29.0,8.0,20.0,,,後標,均標,,,
111,淡江大學,01443,,False,3,0.0,,,,,,,後標,均標,,,
111,淡江大學,01444,機械與機電工程學系精密機械組,False,11,11.0,2.0,20.0,9.0,22.0,,,後標,均標,,,
111,淡江大學,01444,,False,3,0.0,,,,,,,後標,均標,,,
111,淡江大學,01445,人工智慧學系,False,17,17.0,1.0,21.0,16.0,23.0,,,均標,均標,,,
111,淡江大學,01446,電機工程學系電機資訊組,False,11,11.0,11.0,19.0,,,,,均標,均標,,,
111,淡江大學,01447,電機工程學系電機通訊組,False,11,11.0,6.0,32.0,5.0,11.0,,,均標,均標,,,
111,淡江大學,01448,電機工程學系電機與系統組,False,11,11.0,11.0,25.0,,,,,均標,均標,,,
111,淡江大學,01449,化學工程與材料工程學系,False,26,26.0,12.0,36.0,14.0,17.0,,後標,後標,,,後標,
111,淡江大學,01449,化學工程與材料工程學系【外加】,True,2,0.0,,,,,,後標,後標,,,後標,
111,淡江大學,01450,航空太空工程學系,False,20,20.0,5.0,43.0,15.0,27.0,,,後標,,,,
111,淡江大學,01450,航空太空工程學系【外加】,True,2,2.0,2.0,42.0,,,,,後標,,,,
111,淡江大學,01451,水資源及環境工程學系水資源工程組,False,3,3.0,,,3.0,34.0,,,,,,均標,
111,淡江大學,01451,,False,2,0.0,,,,,,,,,,均標,
111,淡江大學,01452,水資源及環境工程學系環境工程組,False,3,3.0,,,3.0,28.0,,,,,,均標,
111,淡江大學,01452,,False,2,0.0,,,,,,,,,,均標,
111,逢甲大學,01501,會計學系,False,37,37.0,21.0,49.0,16.0,17.0,,後標,,,,,
111,逢甲大學,01501,會計學系【外加】,True,1,0.0,,,,,,後標,,,,,
111,逢甲大學,01502,國際經營與貿易學系,False,30,30.0,8.0,39.0,22.0,23.0,,均標,,後標,均標,,
111,逢甲大學,01502,國際經營與貿易學系【外加】,True,1,0.0,,,,,,均標,,後標,均標,,
111,逢甲大學,01503,國際企業管理全英語學士學位學程,False,3,3.0,3.0,37.0,,,,均標,,,均標,,B級
111,逢甲大學,01503,,False,1,0.0,,,,,,均標,,,均標,,B級
111,逢甲大學,01504,財稅學系,False,20,20.0,16.0,45.0,4.0,14.0,,後標,,,後標,,B級
111,逢甲大學,01504,財稅學系【外加】,True,1,1.0,,,1.0,49.0,,後標,,,後標,,
111,逢甲大學,01505,合作經濟暨社會事業經營學系,False,17,17.0,3.0,38.0,14.0,32.0,,後標,,,後標,,
111,逢甲大學,01505,合作經濟暨社會事業經營學系【外加】,True,1,0.0,,,,,,後標,,,後標,,
111,逢甲大學,01506,統計學系商業大數據組,False,9,9.0,2.0,15.0,7.0,29.0,,後標,,均標,後標,,
111,逢甲大學,01506,統計學系商業大數據組【外加】,True,1,0.0,,,,,,後標,,均標,後標,,
111,逢甲大學,01507,統計學系大數據分析與市場決策組,False,9,9.0,2.0,17.0,7.0,25.0,,後標,,均標,,,
111,逢甲大學,01507,,False,1,0.0,,,,,,後標,,均標,,,
111,逢甲大學,01508,經濟學系,False,19,19.0,8.0,48.0,11.0,18.0,,後標,,後標,,,
111,逢甲大學,01508,經濟學系【外加】,True,1,1.0,1.0,49.0,,,後標,後標,,後標,,,
111,逢甲大學,01509,企業管理學系,False,22,22.0,4.0,23.0,18.0,26.0,後標,後標,,後標,,,
111,逢甲大學,01509,企業管理學系【外加】,True,1,0.0,,,,,後標,後標,,後標,,,
111,逢甲大學,01510,行銷學系,False,16,16.0,5.0,41.0,11.0,30.0,均標,後標,,,,,
111,逢甲大學,01510,行銷學系【外加】,True,1,0.0,,,,,均標,後標,,,,,
111,逢甲大學,01511,中國文學系,False,7,7.0,,,7.0,45.0,均標,後標,,,,,
111,逢甲大學,01511,中國文學系【外加】,True,1,0.0,,,,,均標,後標,,,,,
111,逢甲大學,01512,外國語文學系,False,11,11.0,4.0,33.0,7.0,28.0,,均標,,,,,
111,逢甲大學,01512,外國語文學系【外加】,True,1,1.0,1.0,31.0,,,,均標,,,,,
111,逢甲大學,01513,都市計畫與空間資訊學系,False,16,16.0,2.0,34.0,14.0,43.0,後標,後標,,,後標,,
111,逢甲大學,01513,都市計畫與空間資訊學系【外加】,True,1,0.0,,,,,後標,後標,,,後標,,
111,逢甲大學,01514,運輸與物流學系,False,18,18.0,4.0,49.0,14.0,42.0,後標,後標,,後標,,,
111,逢甲大學,01514,運輸與物流學系【外加】,True,1,0.0,,,,,後標,後標,,後標,,,
111,逢甲大學,01515,土地管理學系,False,18,18.0,3.0,40.0,15.0,41.0,後標,後標,,,後標,,
111,逢甲大學,01515,土地管理學系【外加】,True,1,0.0,,,,,後標,後標,,,後標,,
111,逢甲大學,01516,財務金融學系,False,23,23.0,23.0,21.0,,,,後標,,後標,,,
111,逢甲大學,01516,財務金融學系【外加】,True,1,1.0,1.0,45.0,,,,後標,,後標,,,
111,逢甲大學,01517,風險管理與保險學系,False,14,14.0,1.0,9.0,13.0,32.0,,後標,,,,,
111,逢甲大學,01517,風險管理與保險學系【外加】,True,1,1.0,1.0,21.0,,,,後標,,,,,
111,逢甲大學,01518,財務工程與精算學士學位學程,False,6,6.0,3.0,16.0,3.0,14.0,,後標,,均標,,,
111,逢甲大學,01518,財務工程與精算學士學位學程【外加】,True,1,0.0,,,,,,後標,,均標,,,
111,逢甲大學,01519,,False,2,2.0,2.0,14.0,,,,均標,,均標,,,
111,逢甲大學,01520,澳洲昆士蘭大學商學雙學士學位學程,False,2,2.0,1.0,5.0,1.0,49.0,,前標,,均標,,,
111,逢甲大學,01521,,False,2,2.0,,,2.0,23.0,,均標,,均標,,,
111,逢甲大學,01522,機械與電腦輔助工程學系,False,17,17.0,7.0,33.0,10.0,23.0,,後標,,,,,
111,逢甲大學,01522,機械與電腦輔助工程學系【外加】,True,1,0.0,,,,,,後標,,,,,
111,逢甲大學,01523,纖維與複合材料學系,False,9,9.0,,,9.0,33.0,,後標,後標,,,後標,
111,逢甲大學,01523,纖維與複合材料學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,
111,逢甲大學,01524,工業工程與系統管理學系A組,False,7,7.0,1.0,5.0,6.0,26.0,,後標,,,,,
111,逢甲大學,01525,工業工程與系統管理學系B組,False,8,8.0,3.0,41.0,5.0,28.0,,後標,,,,,
111,逢甲大學,01525,工業工程與系統管理學系B組【外加】,True,1,0.0,,,,,,後標,,,,,
111,逢甲大學,01526,化學工程學系,False,23,23.0,19.0,38.0,4.0,13.0,,後標,,,,後標,
111,逢甲大學,01526,化學工程學系【外加】,True,1,1.0,1.0,32.0,,,,後標,,,,後標,
111,逢甲大學,01527,航太與系統工程學系,False,15,15.0,7.0,47.0,8.0,19.0,,後標,,,,後標,
111,逢甲大學,01527,航太與系統工程學系【外加】,True,1,0.0,,,,,,後標,,,,後標,
111,逢甲大學,01528,精密系統設計學士學位學程,False,7,7.0,1.0,14.0,6.0,27.0,,後標,後標,,,,
111,逢甲大學,01528,精密系統設計學士學位學程【外加】,True,1,0.0,,,,,,後標,後標,,,,
111,逢甲大學,01529,應用數學系A組,False,9,8.0,1.0,29.0,7.0,49.0,,後標,均標,,,,
111,逢甲大學,01529,應用數學系A組【外加】,True,1,0.0,,,,,,後標,均標,,,,
111,逢甲大學,01530,應用數學系B組,False,2,2.0,,,2.0,23.0,,後標,,均標,,,
111,逢甲大學,01531,材料科學與工程學系,False,19,19.0,19.0,41.0,,,,後標,,,,後標,
111,逢甲大學,01531,材料科學與工程學系【外加】,True,1,0.0,,,,,後標,後標,,,,後標,
111,逢甲大學,01532,環境工程與科學學系,False,16,16.0,2.0,16.0,14.0,28.0,後標,後標,後標,,,後標,
111,逢甲大學,01532,環境工程與科學學系【外加】,True,1,1.0,1.0,35.0,,,後標,後標,後標,,,後標,
111,逢甲大學,01533,光電科學與工程學系,False,15,15.0,3.0,37.0,12.0,17.0,後標,後標,後標,,,後標,
111,逢甲大學,01533,光電科學與工程學系【外加】,True,1,0.0,,,,,後標,後標,後標,,,後標,
111,逢甲大學,01534,資訊工程學系甲組,False,20,20.0,20.0,24.0,,,,後標,均標,,,,
111,逢甲大學,01534,資訊工程學系甲組【外加】,True,1,0.0,,,,,,後標,均標,,,,
111,逢甲大學,01535,資訊工程學系乙組,False,5,5.0,5.0,10.0,,,,後標,,均標,,,
111,逢甲大學,01536,電子工程學系甲組,False,15,15.0,15.0,21.0,,,,後標,後標,,,後標,
111,逢甲大學,01536,電子工程學系甲組【外加】,True,1,0.0,,,,,,後標,後標,,,後標,
111,逢甲大學,01537,電子工程學系乙組,False,2,2.0,2.0,11.0,,,,後標,,後標,,後標,
111,逢甲大學,01538,電機工程學系甲組,False,14,14.0,14.0,22.0,,,,後標,均標,,,後標,
111,逢甲大學,01538,電機工程學系甲組【外加】,True,1,0.0,,,,,,後標,均標,,,後標,
111,逢甲大學,01539,電機工程學系乙組,False,4,4.0,4.0,9.0,,,,後標,,均標,,後標,
111,逢甲大學,01540,自動控制工程學系甲組,False,14,14.0,7.0,41.0,7.0,21.0,,後標,後標,,,後標,
111,逢甲大學,01540,自動控制工程學系甲組【外加】,True,1,0.0,,,,,,後標,後標,,,後標,
111,逢甲大學,01541,自動控制工程學系乙組,False,3,3.0,3.0,42.0,,,,後標,,後標,,後標,
111,逢甲大學,01542,資訊電機學院學士班甲組,False,10,10.0,10.0,42.0,,,,後標,均標,,,後標,
111,逢甲大學,01542,資訊電機學院學士班甲組【外加】,True,1,0.0,,,,,,後標,均標,,,後標,
111,逢甲大學,01543,資訊電機學院學士班乙組,False,4,4.0,4.0,18.0,,,,後標,,均標,,後標,
111,逢甲大學,01544,通訊工程學系甲組,False,14,14.0,7.0,47.0,7.0,19.0,,後標,後標,,,,
111,逢甲大學,01544,通訊工程學系甲組【外加】,True,1,0.0,,,,,,後標,後標,,,,
111,逢甲大學,01545,通訊工程學系乙組,False,4,4.0,3.0,31.0,1.0,13.0,,後標,,均標,,,
111,逢甲大學,01546,土木工程學系,False,15,15.0,2.0,19.0,13.0,31.0,,後標,後標,,,後標,
111,逢甲大學,01546,土木工程學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,
111,逢甲大學,01547,水利工程與資源保育學系,False,14,7.0,,,7.0,45.0,,後標,後標,,,,
111,逢甲大學,01547,水利工程與資源保育學系【外加】,True,1,0.0,,,,,均標,後標,後標,,,,
111,逢甲大學,01548,建築專業學院學士班,False,3,3.0,3.0,12.0,,,均標,均標,,,,,
111,逢甲大學,01548,建築專業學院學士班【外加】,True,1,0.0,,,,,均標,均標,,,,,
111,逢甲大學,01549,美國普渡大學電機資訊雙學士學位學程,False,2,2.0,2.0,15.0,,,,前標,均標,,,,
111,逢甲大學,01550,,False,2,2.0,2.0,19.0,,,,均標,均標,,,,
111,逢甲大學,01551,,False,2,0.0,,,,,,均標,均標,,,,
111,逢甲大學,01552,人工智慧技術與應用學士學位學程,False,8,8.0,1.0,30.0,7.0,28.0,,後標,均標,,,,
111,逢甲大學,01552,,False,1,0.0,,,,,,後標,均標,,,,
111,國立中央大學,01601,中國文學系,False,10,6.0,,,6.0,20.0,頂標,前標,,,前標,,
111,國立中央大學,01601,中國文學系【外加】,True,2,0.0,,,,,頂標,前標,,,前標,,
111,國立中央大學,01602,英美語文學系,False,15,15.0,11.0,19.0,4.0,7.0,前標,頂標,,,,,
111,國立中央大學,01602,英美語文學系【外加】,True,1,0.0,,,,,前標,頂標,,,,,
111,國立中央大學,01603,法國語文學系,False,9,9.0,4.0,20.0,5.0,9.0,前標,頂標,,,前標,,
111,國立中央大學,01603,法國語文學系【外加】,True,1,0.0,,,,,前標,頂標,,,前標,,
111,國立中央大學,01604,文學院學士班,False,1,1.0,,,1.0,4.0,前標,前標,,後標,均標,,
111,國立中央大學,01604,文學院學士班【外加】,True,1,0.0,,,,,前標,前標,,後標,均標,,
111,國立中央大學,01605,企業管理學系,False,20,20.0,19.0,18.0,1.0,3.0,前標,前標,,前標,,,
111,國立中央大學,01605,企業管理學系【外加】,True,1,0.0,,,,,前標,前標,,前標,,,
111,國立中央大學,01606,經濟學系,False,13,13.0,13.0,2.0,,,均標,均標,,前標,,,
111,國立中央大學,01606,經濟學系【外加】,True,1,0.0,,,,,均標,均標,,前標,,,
111,國立中央大學,01607,財務金融學系,False,14,14.0,14.0,3.0,,,前標,前標,,前標,均標,,
111,國立中央大學,01607,財務金融學系【外加】,True,1,0.0,,,,,前標,前標,,前標,均標,,
111,國立中央大學,01608,,False,2,2.0,1.0,11.0,1.0,5.0,前標,均標,,,前標,,
111,國立中央大學,01608,,False,1,0.0,,,,,前標,均標,,,前標,,
111,國立中央大學,01609,,False,2,2.0,2.0,3.0,,,前標,均標,,,前標,,
111,國立中央大學,01609,,False,1,0.0,,,,,前標,均標,,,前標,,
111,國立中央大學,01610,數學系計算與資料科學組,False,11,11.0,2.0,12.0,9.0,9.0,均標,均標,頂標,,,前標,
111,國立中央大學,01610,數學系計算與資料科學組【外加】,True,1,0.0,,,,,均標,均標,頂標,,,前標,
111,國立中央大學,01611,數學系數學科學組,False,12,9.0,1.0,3.0,8.0,17.0,均標,均標,頂標,,,前標,
111,國立中央大學,01611,數學系數學科學組【外加】,True,1,0.0,,,,,均標,均標,頂標,,,前標,
111,國立中央大學,01612,物理學系,False,6,6.0,3.0,4.0,3.0,7.0,均標,前標,前標,,,前標,
111,國立中央大學,01612,物理學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,
111,國立中央大學,01613,化學學系,False,10,10.0,5.0,8.0,5.0,6.0,均標,前標,前標,,,前標,
111,國立中央大學,01613,化學學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,
111,國立中央大學,01614,光電科學與工程學系,False,15,15.0,8.0,11.0,7.0,6.0,均標,前標,前標,,,前標,
111,國立中央大學,01614,光電科學與工程學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,
111,國立中央大學,01615,理學院學士班,False,12,12.0,12.0,8.0,,,,均標,前標,,,前標,
111,國立中央大學,01615,理學院學士班【外加】,True,1,0.0,,,,,,均標,前標,,,前標,
111,國立中央大學,01616,土木工程學系,False,21,21.0,4.0,16.0,17.0,14.0,,均標,前標,,,前標,
111,國立中央大學,01616,土木工程學系【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,
111,國立中央大學,01617,機械工程學系先進材料與精密製造組,False,13,13.0,13.0,9.0,,,均標,均標,前標,,,前標,
