學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定,比序
113,國立臺東大學,03817,生命科學系,False,14,14.0,8.0,49.0,6.0,48.0,,,,,,後標,,"[{'name': '在校學業', 'r1': '49%', 'r2': '48%'}]"
113,國立臺東大學,03817,生命科學系【外加】,True,2,0.0,,,,,底標,,,,,後標,,"[{'name': '在校學業', 'r1': '24%', 'r2': None}]"
113,國立臺東大學,03818,美術產業學系,False,1,1.0,1.0,24.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '24%', 'r2': None}, {'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立臺東大學,03819,體育學系,False,3,3.0,3.0,5.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立體育大學,03901,休閒產業經營學系,False,12,12.0,12.0,19.0,,,後標,後標,底標,底標,,,,"[{'name': '在校學業', 'r1': '19%', 'r2': None}, {'name': '學測英文', 'r1': '10', 'r2': None}, {'name': '在校學業', 'r1': '12%', 'r2': None}]"
113,國立體育大學,03901,休閒產業經營學系【外加】,True,2,1.0,1.0,12.0,,,後標,後標,底標,底標,,,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}, {'name': '在校學業', 'r1': '28%', 'r2': None}]"
113,國立體育大學,03902,體育推廣學系(一般組),False,16,16.0,16.0,28.0,,,後標,,,,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': None}, {'name': '學測國文', 'r1': '10', 'r2': None}, {'name': '在校學業', 'r1': '38%', 'r2': None}]"
113,國立體育大學,03902,體育推廣學系(一般組)【外加】,True,3,1.0,1.0,38.0,,,後標,,,,,,,"[{'name': '在校學業', 'r1': '38%', 'r2': None}]"
113,國立體育大學,03903,適應體育學系(一般組),False,11,11.0,11.0,41.0,,,,底標,底標,底標,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,國立體育大學,03903,適應體育學系(一般組)【外加】,True,3,2.0,1.0,31.0,1.0,47.0,,底標,底標,底標,,,,"[{'name': '在校學業', 'r1': '31%', 'r2': '47%'}, {'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,國立體育大學,03904,運動保健學系,False,14,14.0,14.0,27.0,,,,均標,後標,後標,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}, {'name': '學測國英自', 'r1': '26', 'r2': None}, {'name': '學測英文', 'r1': '8', 'r2': None}, {'name': '學測自然', 'r1': '9', 'r2': None}]"
113,國立體育大學,03904,運動保健學系【外加】,True,3,0.0,,,,,,均標,後標,後標,,,,
113,元智大學,04001,,False,14,14.0,10.0,47.0,4.0,16.0,,,,,後標,,,"[{'name': '在校學業', 'r1': '47%', 'r2': '16%'}]"
113,元智大學,04001,,False,5,0.0,,,,,,,,,後標,,,
113,元智大學,04002,管理學院學士班(主修：財務金融),False,15,15.0,15.0,33.0,,,,,,後標,,,,"[{'name': '在校學業', 'r1': '33%', 'r2': None}, {'name': '學測英文', 'r1': '7', 'r2': None}]"
113,元智大學,04002,,False,5,0.0,,,,,,,,後標,,,,
113,元智大學,04003,管理學院學士班(主修：國際企業管理),False,14,14.0,8.0,44.0,6.0,21.0,,後標,,,,,,"[{'name': '在校學業', 'r1': '44%', 'r2': '21%'}]"
113,元智大學,04003,,False,5,0.0,,,,,,後標,,,,,,
113,元智大學,04004,管理學院學士班(主修：會計),False,9,9.0,9.0,34.0,,,,,,,後標,,,"[{'name': '在校學業', 'r1': '34%', 'r2': None}, {'name': '學測國文', 'r1': '11', 'r2': None}, {'name': '國語文學業', 'r1': '22%', 'r2': None}]"
113,元智大學,04004,管理學院學士班(主修：會計)【外加】,True,5,0.0,,,,,,,,,後標,,,"[{'name': '在校學業', 'r1': '34%', 'r2': '24%'}]"
113,元智大學,04005,管理學院學士班(英語專班),False,6,6.0,2.0,34.0,4.0,24.0,,後標,,,,,,"[{'name': '在校學業', 'r1': '34%', 'r2': '24%'}, {'name': '學測英文', 'r1': None, 'r2': '9'}]"
113,元智大學,04006,應用外語學系,False,6,6.0,2.0,16.0,4.0,34.0,,後標,,,,,,"[{'name': '在校學業', 'r1': '16%', 'r2': '34%'}]"
113,元智大學,04006,應用外語學系【外加】,True,1,0.0,,,,,後標,後標,,,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '40%'}]"
113,元智大學,04007,中國語文學系,False,8,8.0,1.0,17.0,7.0,40.0,後標,,,,,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '40%'}]"
113,元智大學,04007,中國語文學系【外加】,True,2,0.0,,,,,後標,,,,,,,"[{'name': '在校學業', 'r1': '16%', 'r2': '31%'}]"
113,元智大學,04008,社會暨政策科學學系,False,8,8.0,2.0,16.0,6.0,31.0,,,,,後標,,,"[{'name': '在校學業', 'r1': '16%', 'r2': '31%'}]"
113,元智大學,04008,社會暨政策科學學系【外加】,True,2,0.0,,,,,,,,,後標,,,
113,元智大學,04009,藝術與設計學系,False,7,7.0,1.0,48.0,6.0,32.0,後標,後標,,,,,,"[{'name': '在校學業', 'r1': '48%', 'r2': '32%'}]"
113,元智大學,04009,藝術與設計學系【外加】,True,2,0.0,,,,,後標,後標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '25%'}]"
113,元智大學,04010,人文社會學院英語學士班,False,3,3.0,,,3.0,25.0,,後標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '25%'}, {'name': '在校學業', 'r1': '47%', 'r2': '18%'}]"
113,元智大學,04011,資訊管理學系,False,20,20.0,12.0,47.0,8.0,18.0,,後標,,後標,,,,"[{'name': '在校學業', 'r1': '47%', 'r2': '18%'}]"
113,元智大學,04011,資訊管理學系【外加】,True,2,1.0,1.0,33.0,,,,後標,,後標,,,,"[{'name': '在校學業', 'r1': '33%', 'r2': None}]"
113,元智大學,04012,資訊傳播學系科技組,False,8,8.0,1.0,45.0,7.0,36.0,,,,後標,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '36%'}]"
113,元智大學,04012,資訊傳播學系科技組【外加】,True,2,0.0,,,,,後標,,,後標,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '27%'}]"
113,元智大學,04013,資訊傳播學系設計組,False,9,9.0,3.0,45.0,6.0,27.0,後標,,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '27%'}, {'name': '學測國文', 'r1': None, 'r2': '11'}]"
113,元智大學,04013,資訊傳播學系設計組【外加】,True,2,0.0,,,,,後標,,,,,,,
113,元智大學,04014,資訊工程學系,False,20,20.0,20.0,14.0,,,,後標,,,,,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}, {'name': '學測國英數A', 'r1': '29', 'r2': None}]"
113,元智大學,04014,資訊工程學系【外加】,True,3,1.0,1.0,48.0,,,,後標,,,,,,"[{'name': '在校學業', 'r1': '48%', 'r2': None}, {'name': '在校學業', 'r1': '32%', 'r2': '14%'}]"
113,元智大學,04015,資訊學院英語學士班,False,4,4.0,3.0,32.0,1.0,14.0,,均標,,,,,,"[{'name': '在校學業', 'r1': '32%', 'r2': '14%'}]"
113,元智大學,04015,資訊學院英語學士班【外加】,True,1,0.0,,,,,,均標,,,,,,"[{'name': '在校學業', 'r1': '25%', 'r2': None}]"
113,元智大學,04016,機械工程學系,False,16,16.0,16.0,25.0,,,,,後標,,,,,"[{'name': '在校學業', 'r1': '25%', 'r2': None}]"
113,元智大學,04016,機械工程學系【外加】,True,2,0.0,,,,,,,後標,,,,,
113,元智大學,04017,化學工程與材料科學學系,False,17,17.0,17.0,19.0,,,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '19%', 'r2': None}]"
113,元智大學,04017,化學工程與材料科學學系【外加】,True,3,0.0,,,,,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '46%', 'r2': None}]"
113,元智大學,04018,工業工程與管理學系,False,19,19.0,19.0,46.0,,,,,後標,後標,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': None}]"
113,元智大學,04018,工業工程與管理學系【外加】,True,3,0.0,,,,,,,後標,後標,,,,
113,元智大學,04019,工程學院英語學士班,False,4,4.0,2.0,35.0,2.0,26.0,,均標,,,,,,"[{'name': '在校學業', 'r1': '35%', 'r2': '26%'}]"
113,元智大學,04019,工程學院英語學士班【外加】,True,2,0.0,,,,,,均標,,,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,元智大學,04020,電機工程學系(甲組),False,20,20.0,20.0,8.0,,,,,均標,,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,元智大學,04020,電機工程學系(甲組)【外加】,True,3,0.0,,,,,,,均標,,,,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,元智大學,04021,電機工程學系(乙組),False,17,17.0,17.0,14.0,,,,,後標,,,,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,元智大學,04022,電機工程學系(丙組),False,10,10.0,10.0,17.0,,,,,,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}, {'name': '學測國英數A自', 'r1': '39', 'r2': None}]"
113,元智大學,04022,電機工程學系(丙組)【外加】,True,6,0.0,,,,,,,,,,均標,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,元智大學,04023,電機通訊學院英語學士班,False,5,5.0,5.0,22.0,,,,後標,,,,,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,元智大學,04023,電機通訊學院英語學士班【外加】,True,1,0.0,,,,,後標,後標,,,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': '15%'}]"
113,元智大學,04024,護理學系,False,6,6.0,4.0,41.0,2.0,15.0,後標,後標,,,,後標,,"[{'name': '在校學業', 'r1': '41%', 'r2': '15%'}]"
113,元智大學,04024,護理學系【外加】,True,1,0.0,,,,,後標,後標,,,,後標,,
113,國立中正大學,04101,中國文學系,False,12,12.0,8.0,16.0,4.0,11.0,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '16%', 'r2': '11%'}]"
113,國立中正大學,04101,中國文學系【外加】,True,2,0.0,,,,,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}]"
113,國立中正大學,04102,外國語文學系,False,10,10.0,10.0,11.0,,,均標,前標,,,均標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}, {'name': '學測英文', 'r1': '14', 'r2': None}, {'name': '學測國文', 'r1': '12', 'r2': None}]"
113,國立中正大學,04102,外國語文學系【外加】,True,1,0.0,,,,,均標,前標,,,均標,,,
113,國立中正大學,04103,歷史學系,False,7,7.0,7.0,13.0,,,均標,均標,,,前標,,,"[{'name': '在校學業', 'r1': '13%', 'r2': None}]"
113,國立中正大學,04103,歷史學系【外加】,True,2,0.0,,,,,均標,均標,,,前標,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,國立中正大學,04104,哲學系,False,10,10.0,10.0,27.0,,,均標,均標,,後標,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': None}]"
113,國立中正大學,04104,哲學系【外加】,True,2,0.0,,,,,均標,均標,,後標,,,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中正大學,04105,社會福利學系,False,6,6.0,6.0,6.0,,,均標,均標,,均標,均標,,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中正大學,04105,社會福利學系【外加】,True,2,0.0,,,,,均標,均標,,均標,均標,,,
113,國立中正大學,04106,勞工關係學系,False,12,12.0,3.0,25.0,9.0,17.0,均標,前標,,均標,均標,,,"[{'name': '在校學業', 'r1': '25%', 'r2': '17%'}, {'name': '在校學業', 'r1': '19%', 'r2': '10%'}]"
113,國立中正大學,04107,政治學系,False,6,6.0,3.0,19.0,3.0,10.0,均標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '19%', 'r2': '10%'}, {'name': '公社學業', 'r1': None, 'r2': '2%'}, {'name': '學測英文', 'r1': None, 'r2': '13'}]"
113,國立中正大學,04107,政治學系【外加】,True,2,0.0,,,,,均標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中正大學,04108,傳播學系,False,5,5.0,5.0,5.0,,,均標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測國文', 'r1': '13', 'r2': None}]"
113,國立中正大學,04108,傳播學系【外加】,True,2,0.0,,,,,均標,均標,,,均標,,,
113,國立中正大學,04109,經濟學系,False,27,27.0,27.0,11.0,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}, {'name': '學測數B', 'r1': '14', 'r2': None}]"
113,國立中正大學,04109,經濟學系【外加】,True,4,0.0,,,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中正大學,04110,財務金融學系,False,11,11.0,11.0,7.0,,,均標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '學測國英數B', 'r1': '33', 'r2': None}, {'name': '學測英文', 'r1': '11', 'r2': None}, {'name': '學測數B', 'r1': '10', 'r2': None}, {'name': '學測國文', 'r1': '12', 'r2': None}, {'name': '英語文學業', 'r1': '6%', 'r2': None}]"
113,國立中正大學,04110,財務金融學系【外加】,True,1,0.0,,6.0,,,均標,前標,,前標,,,,
113,國立中正大學,04111,企業管理學系,False,13,13.0,9.0,28.0,4.0,12.0,均標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '28%', 'r2': '12%'}]"
113,國立中正大學,04112,會計與資訊科技學系,False,6,6.0,6.0,12.0,,,均標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}, {'name': '在校學業', 'r1': '21%', 'r2': None}]"
113,國立中正大學,04113,法律學系法學組,False,10,10.0,10.0,21.0,,,頂標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '21%', 'r2': None}]"
113,國立中正大學,04113,法律學系法學組【外加】,True,1,0.0,,,,,頂標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': '6%'}]"
113,國立中正大學,04114,法律學系法制組,False,10,10.0,7.0,11.0,3.0,6.0,頂標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '11%', 'r2': '6%'}]"
113,國立中正大學,04114,法律學系法制組【外加】,True,1,0.0,,,,,頂標,前標,,均標,前標,,,
113,國立中正大學,04115,財經法律學系,False,15,15.0,15.0,8.0,,,頂標,前標,,均標,前標,,B級,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '學測國英數B社', 'r1': '46', 'r2': None}]"
113,國立中正大學,04115,財經法律學系【外加】,True,1,0.0,,,,,頂標,前標,,均標,前標,,B級,"[{'name': '在校學業', 'r1': '16%', 'r2': None}]"
113,國立中正大學,04116,成人及繼續教育學系,False,4,4.0,4.0,16.0,,,均標,均標,,均標,均標,,B級,"[{'name': '在校學業', 'r1': '16%', 'r2': None}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立中正大學,04117,犯罪防治學系,False,2,2.0,2.0,8.0,,,前標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立中正大學,04118,數學系,False,8,8.0,5.0,18.0,3.0,14.0,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '18%', 'r2': '14%'}]"
113,國立中正大學,04119,地球與環境科學系,False,7,5.0,1.0,14.0,4.0,19.0,均標,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '19%'}]"
113,國立中正大學,04119,地球與環境科學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '29%', 'r2': None}]"
113,國立中正大學,04120,物理學系,False,3,3.0,3.0,29.0,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '29%', 'r2': None}, {'name': '在校學業', 'r1': '29%', 'r2': '27%'}]"
113,國立中正大學,04121,化學暨生物化學系,False,18,18.0,10.0,29.0,8.0,27.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '29%', 'r2': '27%'}]"
113,國立中正大學,04121,化學暨生物化學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中正大學,04122,資訊工程學系,False,6,6.0,6.0,13.0,,,均標,前標,頂標,,,前標,,"[{'name': '在校學業', 'r1': '13%', 'r2': None}, {'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立中正大學,04123,電機工程學系,False,9,9.0,9.0,8.0,,,均標,前標,頂標,,,前標,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}, {'name': '在校學業', 'r1': '14%', 'r2': '20%'}]"
113,國立中正大學,04124,機械工程學系機械工程組,False,9,2.0,1.0,14.0,1.0,20.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '20%'}, {'name': '在校學業', 'r1': None, 'r2': '22%'}]"
113,國立中正大學,04125,機械工程學系光機電整合工程組,False,4,3.0,,,3.0,22.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '22%'}]"
113,國立中正大學,04126,化學工程學系,False,11,9.0,7.0,18.0,2.0,19.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '18%', 'r2': '19%'}]"
113,國立中正大學,04127,通訊工程學系,False,4,4.0,4.0,19.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '19%', 'r2': None}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中正大學,04128,資訊管理學系,False,5,5.0,5.0,7.0,,,均標,前標,前標,,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中正大學,04128,資訊管理學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': '18%'}]"
113,國立中正大學,04129,生物醫學科學系,False,6,6.0,1.0,10.0,5.0,18.0,均標,前標,均標,,,前標,,"[{'name': '在校學業', 'r1': '10%', 'r2': '18%'}, {'name': '學測英文', 'r1': None, 'r2': '12'}]"
113,國立中正大學,04129,生物醫學科學系【外加】,True,1,0.0,,,,,均標,前標,均標,,,前標,,
113,國立中正大學,04130,心理學系,False,7,7.0,7.0,8.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '8%', 'r2': None}]"
113,國立中正大學,04130,心理學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立中正大學,04131,運動競技學系,False,2,2.0,2.0,1.0,,,底標,底標,,,,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '體育學業', 'r1': '1%', 'r2': None}, {'name': '學測英文', 'r1': '4', 'r2': None}, {'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立中正大學,04131,運動競技學系【外加】,True,1,1.0,1.0,1.0,,,底標,底標,,,,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '體育學業', 'r1': '1%', 'r2': None}]"
113,大葉大學,04201,企業管理學系,False,1,0.0,,,,,,,,,底標,,,
113,大葉大學,04201,企業管理學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,
113,大葉大學,04202,會計與資訊管理學系(會計管理組),False,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04203,財務金融學系(智慧投資組),False,2,0.0,,,,,,,,,底標,,,
113,大葉大學,04203,財務金融學系(智慧投資組)【外加】,True,1,0.0,,,,,,,,,底標,,,
113,大葉大學,04204,英語學系,False,2,1.0,1.0,49.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,大葉大學,04204,英語學系【外加】,True,1,0.0,,,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,大葉大學,04205,應用日語學系(企業應用組),False,2,1.0,1.0,45.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,大葉大學,04205,應用日語學系(企業應用組)【外加】,True,1,0.0,,,,,,,,,底標,,,
113,大葉大學,04206,觀光休閒學系,False,2,0.0,,,,,底標,,,,底標,,,
113,大葉大學,04206,觀光休閒學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '40%', 'r2': None}]"
113,大葉大學,04207,餐旅管理學系,False,1,1.0,1.0,40.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '40%', 'r2': None}]"
113,大葉大學,04207,餐旅管理學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04208,烘焙暨飲料調製學士學位學程,False,2,0.0,,,,,底標,,,,,,,
113,大葉大學,04208,烘焙暨飲料調製學士學位學程【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04209,設計學系,False,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04209,設計學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04210,傳播藝術學士學位學程,False,2,0.0,,,,,底標,,,,,,,
113,大葉大學,04210,傳播藝術學士學位學程【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04211,造形藝術學系(工藝文創組),False,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04211,造形藝術學系(工藝文創組)【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,大葉大學,04212,多媒體數位內容學士學位學程,False,2,1.0,1.0,49.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,大葉大學,04212,多媒體數位內容學士學位學程【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04213,空間設計學系室內設計組,False,2,0.0,,,,,底標,,,,,,,
113,大葉大學,04213,空間設計學系室內設計組【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04214,運動健康管理學系,False,2,0.0,,,,,底標,,,,,,,
113,大葉大學,04214,運動健康管理學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04215,機械與自動化工程學系,False,2,0.0,,,,,,,底標,,,,,
113,大葉大學,04215,機械與自動化工程學系【外加】,True,1,0.0,,,,,,,底標,,,,,
113,大葉大學,04216,電機工程學系(半導體組),False,1,0.0,,,,,,,,,,底標,,
113,大葉大學,04216,電機工程學系(半導體組)【外加】,True,1,0.0,,,,,,,,,,底標,,
113,大葉大學,04217,電機工程學系(智慧系統組),False,1,0.0,,,,,底標,,,,,底標,,
113,大葉大學,04218,環境工程學系,False,2,0.0,,,,,底標,,,,,,,
113,大葉大學,04218,環境工程學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04219,消防安全學士學位學程,False,2,1.0,1.0,22.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,大葉大學,04219,消防安全學士學位學程【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04220,,False,1,0.0,,,,,,底標,,,,,,
113,大葉大學,04220,,False,1,0.0,,,,,,底標,,,,,,
113,大葉大學,04221,生物醫學系(檢驗醫學組),False,1,1.0,1.0,34.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '34%', 'r2': None}]"
113,大葉大學,04222,空間設計學系建築組,False,2,2.0,2.0,50.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': None}]"
113,大葉大學,04222,空間設計學系建築組【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04223,醫學工程學系,False,1,0.0,,,,,,,底標,,,,,
113,大葉大學,04223,醫學工程學系【外加】,True,1,0.0,,,,,,,底標,,,,,
113,大葉大學,04224,醫學工程學系(智慧醫療組),False,1,0.0,,,,,,底標,,,,,,
113,大葉大學,04225,資訊工程學系,False,2,0.0,,,,,,底標,,,,,,
113,大葉大學,04225,資訊工程學系【外加】,True,1,0.0,,,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': None}]"
113,大葉大學,04226,生物醫學系(生物醫藥組),False,1,1.0,1.0,43.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': None}]"
113,大葉大學,04226,生物醫學系(生物醫藥組)【外加】,True,1,0.0,,,,,,底標,,,,,,
113,大葉大學,04227,藥用植物與食品保健學系,False,2,0.0,,,,,,底標,,,,,,
113,大葉大學,04227,藥用植物與食品保健學系【外加】,True,1,0.0,,,,,,底標,,,,,,
113,大葉大學,04228,護理學系,False,12,3.0,2.0,46.0,1.0,47.0,,底標,,,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': '47%'}]"
113,大葉大學,04228,護理學系【外加】,True,1,0.0,,,,,底標,底標,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '49%'}]"
113,大葉大學,04229,視光學系,False,3,1.0,,,1.0,49.0,底標,,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '49%'}]"
113,大葉大學,04229,視光學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,大葉大學,04230,職能治療學系,False,3,1.0,1.0,49.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': None}]"
113,大葉大學,04230,職能治療學系【外加】,True,1,0.0,,,,,底標,底標,,,,,,
113,大葉大學,04231,造形藝術學系(藝術創作組),False,1,0.0,,,,,底標,,,,,,,
113,中華大學,04301,資訊工程學系(資訊應用組),False,7,2.0,1.0,34.0,1.0,42.0,,,,底標,,,,"[{'name': '在校學業', 'r1': '34%', 'r2': '42%'}]"
113,中華大學,04301,資訊工程學系(資訊應用組)【外加】,True,1,0.0,,,,,,,,底標,,,,
113,中華大學,04302,,False,6,0.0,,,,,,,,,底標,,,
113,中華大學,04302,,False,1,0.0,,,,,,,,,底標,,,
113,中華大學,04303,工業管理學系（智能應用組）,False,1,1.0,,,1.0,34.0,,,,,底標,,,"[{'name': '在校學業', 'r1': None, 'r2': '34%'}]"
113,中華大學,04304,財務管理學系財務金融管理組,False,2,2.0,2.0,41.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,中華大學,04304,財務管理學系財務金融管理組【外加】,True,1,0.0,,,,,,,,,底標,,,
113,中華大學,04305,財務管理學系金融資訊管理組,False,2,0.0,,,,,,,,,底標,,,
113,中華大學,04305,財務管理學系金融資訊管理組【外加】,True,1,0.0,,,,,,,,,底標,,,
113,中華大學,04306,財務管理學系會計資訊與稅務組,False,2,0.0,,,,,,,,,底標,,,
113,中華大學,04306,,False,1,0.0,,,,,,,,,底標,,,
113,中華大學,04307,建築與都市計畫學系（第一類組）,False,12,0.0,,,,,底標,,,,,,,
113,中華大學,04307,,False,1,0.0,,,,,底標,,,,,,,
113,中華大學,04308,應用日語學系（商務觀光組）,False,1,1.0,1.0,41.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '41%', 'r2': None}]"
113,中華大學,04309,應用日語學系（語文翻譯組）,False,1,1.0,1.0,45.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,中華大學,04309,應用日語學系（語文翻譯組）【外加】,True,1,0.0,,,,,底標,,,,底標,,,
113,中華大學,04310,應用外語暨智慧商務學士學位學程,False,2,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '36%', 'r2': None}]"
113,中華大學,04311,國際事務暨智慧行銷學士學位學程,False,4,1.0,1.0,36.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '36%', 'r2': None}]"
113,中華大學,04311,,False,1,0.0,,,,,,,,,底標,,,
113,中華大學,04312,電機工程學系,False,25,5.0,4.0,49.0,1.0,46.0,,,底標,底標,,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '46%'}]"
